federal_provider_number,facility_name,address,city,state,zip_code,county_name,phone_number,CMS Certification Number (CCN)_x,Preventable Readmission Rate,Discharge to Community Rate,Medicare Spending Per Beneficiary (MSPB),Medication Review Rate,Fall with Major Injury Rate,Self-Care at Discharge,Mobility at Discharge,Pressure Ulcer Rate,Healthcare-Associated Infection Rate,CMS Certification Number (CCN)_y,Patient Volume,latitude,longitude,geocode_source,google_place_id,google_name,google_rating,google_rating_count,recent_avg_rating,recent_review_count,recent_reviews,Distance to Bristol Regional Medical Center (mi),Distance to Dickenson Community Hospital (mi),Distance to Franklin Woods Community Hospital (mi),Distance to Greeneville Community Hospital East (mi),Distance to Hancock County Hospital (mi),Distance to Hawkins County Memorial Hospital (mi),Distance to Holston Valley Medical Center (mi),Distance to Indian Path Community Hospital (mi),Distance to Johnson City Medical Center (mi),Distance to Johnson County Community Hospital (mi),Distance to Johnston Memorial Hospital (mi),Distance to Lee County Community Hospital (mi),Distance to Lonesome Pine Hospital (mi),Distance to Norton Community Hospital (mi),Distance to Russell County Hospital (mi),Distance to Smyth County Community Hospital (mi),Distance to Sycamore Shoals Hospital (mi),Distance to Unicoi County Hospital (mi),Pressure Ulcer Rate_Percentile,Fall with Major Injury Rate_Percentile,Preventable Readmission Rate_Percentile,Medicare Spending Per Beneficiary (MSPB)_Percentile,Healthcare-Associated Infection Rate_Percentile,Discharge to Community Rate_Percentile,Medication Review Rate_Percentile,Self-Care at Discharge_Percentile,Mobility at Discharge_Percentile,Composite_Score,Overall_Rank
495131,"NHC HEALTHCARE, BRISTOL",245 NORTH STREET,BRISTOL,VA,24201,BRISTOL CITY,(276)669-4711,495131,9.76,61.48,0.91,93.8,0.8,56.6,50.4,0.0,5.33,495131,1772.0,36.5960751,-82.21874969999999,google_places,ChIJ0Q9RXfSdWogRF0hr8Ofj5JM,NHC HealthCare,3.5,41,4.2,5,"5★ (4 years ago): My mother-in-law was at NHC in February of this year. With COVID restrictions we were not allowed to visit at first. We were allowed to call and check on her anytime day or night. She was treated like... | 1★ (4 years ago): My grandmother had open heart surgery and went to NHC for 2 weeks of rehab. The first night she pressed the button for someone to help her go to the bathroom and a tall, slim, man with dark hair and d... | 5★ (5 years ago): My uncle was a resident at NHC Bristol for an extended time, sadly he passed away. My family wishes to thank the entire staff for their professional care from the start of his illness to the end of hi... | 5★ (6 years ago): I am so impressed with this center! I have been in many rehab and nursing facilities as a visitor over the years with some good and some bad experiences. When the time came for my relative to need ass... | 5★ (7 years ago): My father was a patient at this facility in 2016 before he passed away. I cannot day enough about how caring and knowledgeable the staff was. They made his final days as comfortable as possible. The A...",1.7,38.4,20.9,45.3,56.0,43.1,19.4,19.4,20.9,25.3,31.7,61.2,38.5,32.5,26.6,43.8,19.7,29.2,14.285714285714285,45.0,21.428571428571427,8.571428571428571,4.285714285714286,15.714285714285714,88.57142857142857,44.285714285714285,35.71428571428571,30.87301587301587,4.0
495133,VALLEY REHABILITATION AND NURSING CENTER,940 EAST LEE HIGHWAY,CHILHOWIE,VA,24319,SMYTH,(276)646-8911,495133,8.05,43.9,1.23,100.0,2.1,50.7,44.8,1.6,8.57,495133,1319.0,36.802523,-81.675192,google_places,ChIJUYbEQm8wUIgR_gKkqUzdqtI,Valley Health Care Center,4.5,131,4.8,5,"5★ (2 weeks ago): This staff has the best in Southwest VA. They all are patient kind courteous caring helpful.and respectful | 5★ (2 months ago): Although the building is older and my mom was in a tiny bed surrounded by bare walls in a room with a resident who was bedridden and verbalizing loudly, I came away with such a sense of relief and hop... | 4★ (3 months ago): They have been good so far to my Father who is there for rehab.  Only issues like he is in a small area and we had to bring a tv that they won’t allow us to Mount on the wall and he is kinda shoved in... | 5★ (4 months ago): My grandmother is currently a long term care resident at Valley. We have been so pleased with her care and the therapy she has received when she came to the building. She loves participating in activi... | 5★ (7 months ago): Valley Healthcare is an excellent facility for rehabilitation , long term care or hospice services. Upon entry, it’s always clean and smells fresh. The staff are always helpful, friendly and make you ...",31.8,46.8,50.6,77.9,87.7,75.8,52.4,52.4,50.6,26.5,4.1,91.4,62.2,53.5,19.6,10.7,43.5,56.7,34.285714285714285,77.85714285714286,1.4285714285714286,62.857142857142854,65.71428571428571,67.14285714285715,29.28571428571428,52.85714285714286,50.71428571428571,49.12698412698413,34.0
495134,RIDGECREST MANOR NURSING & REHABILITATION,157  ROSS CARTER BOULEVARD,DUFFIELD,VA,24244,SCOTT,(276)431-2841,495134,10.28,34.21,0.98,94.8,0.0,38.5,35.9,0.0,9.11,495134,707.0,36.714590099999995,-82.8150357,google_places,ChIJFX69cDfnWogR0Co8n2OJsYI,Ridgecrest Manor Nursing and Rehabilitation,4.5,92,4.8,5,"5★ (in the last week): My mother was at this facility for years. With dementia and other health issues she needed caregivers with heart, compassion and love for the elderly. Each time I visited, she was clean, well fed and ... | 4★ (in the last week): Mt mom lives here, she loves most everybody who works here. They respect her wishes, are mostly their to help. The food is adequate although she would love more choices. The office is a great group an... | 5★ (a month ago): This facility is wonderful, I can’t thank the staff enough for taking such good care of my grandmother. The staff truly treat their residents like family. The facility feels like a home away from home... | 5★ (3 months ago): We are visiting Andy Lowe now . Andy Lowe is doing good. They have air conditioning a bathroom and television a room with a nice view, activities and the schedule is just for each individual. .. very ... | 5★ (3 months ago): We participated in the Ridgecrest Manor annual benefit motorcycle ride today. The staff hosts the event to raise money for the resident fund program.  The staff are so caring and compassionate to the ...",35.7,36.0,37.7,38.1,25.7,18.9,18.5,18.5,37.7,59.0,63.0,28.1,13.6,18.3,48.1,72.6,45.3,44.6,14.285714285714285,20.714285714285715,32.857142857142854,21.428571428571427,72.85714285714285,90.0,85.71428571428572,77.14285714285715,71.42857142857143,54.04761904761906,42.0
495135,HERITAGE HALL BIG STONE GAP,2045 VALLEY VIEW DRIVE,BIG STONE GAP,VA,24219,WISE,(276)523-3000,495135,12.53,31.64,1.17,96.8,3.2,65.0,40.0,0.0,10.4,495135,934.0,36.8759662,-82.7537019,google_places,ChIJMZG1hsLaWogR1CiiKxOl918,Heritage Hall Big Stone Gap,3.6,28,4.0,5,"5★ (a month ago): They need more help on all shifts. My cousin in diapers and she said she wait for hours sometimes. It not the workers it’s not got help. Out than that she likes it . There all nice. | 5★ (4 months ago): I spend a substantial amount of time at HHBSG. It is one of the largest nursing facilities in number of residents served. Considering the Covid situation...employee shortage, supply shortage, etc., I ... | 1★ (6 months ago): Not sure if answering the phones is in their job description as I've been calling for 2 days and they just hang up. It's harder to get ahold of anyone in this place than it is to pull your own teeth o... | 5★ (2 years ago): This facility is by far one of the best in our area. I had loved ones in several different facilities in the area over the years. By far the staff here is the best I have seen. My situation was very s... | 4★ (3 years ago): My mom seems content with her experience here so far, even though she really wants to get back to her home. Most of the staff are courteous and respectful. COVID really knocked most homes like this fo...",36.8,25.4,44.7,49.4,34.8,30.3,25.6,25.6,44.7,60.6,60.2,34.4,3.2,8.0,42.4,68.0,50.6,52.5,14.285714285714285,90.0,87.14285714285714,51.42857142857142,82.85714285714286,92.85714285714286,77.14285714285715,22.857142857142854,61.42857142857143,64.44444444444444,61.0
495152,HERITAGE HALL TAZEWELL,282 BEN BOLT AVENUE,TAZEWELL,VA,24651,TAZEWELL,(276)988-2515,495152,12.65,35.44,0.96,87.5,1.9,57.9,42.1,0.0,6.3,495152,1312.0,37.123424,-81.49109,google_places,ChIJg2NiGx8tTogRWrtRmkdP_Ns,Heritage Hall Tazewell,3.1,36,2.6,5,1★ (a month ago): This place is putting folks in there that have loving ppl at home and place of there own just to gain benefit. Never thought I'd see the day a elderly woman stand up against being taken advantage from... | 1★ (a month ago): They let patients that can't feed their self do without and they make them lay in their pee and poop they don't care about them they do not work with them if they need physical therapy | 1★ (a year ago): They let my mother fall and break her hip. They were always away from the nurse's station. Stole her clothes. Let her bottom get extremely raw because she'd lay in her wet or soil diaper. Poor excuses... | 5★ (3 years ago): I give Heritage Hall Tazewell a five star rating because of the the love and care the staff has for the residents. My great grandmother spent her last days there and the nurses and staff treated her w... | 5★ (3 years ago): My Grandmother was at Heritage Hall Tazewell for Therapy and she received exceptional care. Everyone there was extremely kind and professional. My Grandmother thought the world of each team member and...,53.1,51.1,73.5,99.5,103.9,93.7,71.6,71.6,73.5,50.8,28.2,105.7,73.3,64.1,30.4,15.6,67.3,80.3,14.285714285714285,72.85714285714285,90.0,18.571428571428573,26.42857142857143,88.57142857142857,95.71428571428572,40.0,57.14285714285714,55.95238095238095,47.0
495167,WYTHE CNTY COMMUNITY HOSP ECU,600 W RIDGE RD,WYTHEVILLE,VA,24382,WYTHE,(276)228-0200,495167,10.55,72.91,0.54,100.0,0.0,34.9,25.6,0.0,5.57,495167,589.0,36.9545765,-81.097172,google_places,ChIJt48ug-fhUYgRAGgo0dQ2O_k,Wythe County Community Hospital,4.2,553,3.4,5,"5★ (2 weeks ago): How can surgery be so comforting? Well with Dr. Jones, the surgical team (Tabathia, Christina, and Lauren), registration, and the floor nurse it was. I felt so comfortable and confident that I was in ... | 5★ (a month ago): My son in law was recently seen in the ER. Care was very professional, staff nice and response to concerns. X-rays were ordered and the technician was knowledgeable and answered all his questions. He ... | 1★ (a month ago): We arrived here around 10pm or later. Don’t go here if you’re in active labor or you’ll just be told by one of the L&D nurses you’re not in pain, gaslit, and have weird remarks and smart elic comments... | 5★ (2 months ago): The staff in the ER was excellent! They made me feel better and provided me with exceptional care! Special shout outs to Chelsea, Taylor, Kim, Beverly, and Alanah! | 1★ (3 months ago): Took my girl up there cause she’s pregnant and was having pains, her blood pressure was 156/90, dr terry sent us home so we came straight to Galax hospital and got her around 3:00 a.m., within being h...",65.3,73.9,82.5,110.6,121.1,109.4,86.0,86.0,82.5,53.4,35.2,124.4,93.7,84.5,49.2,23.8,74.0,87.4,14.285714285714285,20.714285714285715,50.0,1.4285714285714286,10.0,7.14285714285714,29.28571428571428,81.42857142857143,88.57142857142857,33.650793650793645,7.0
495181,CLINCH VALLEY MEDICAL CENTER,2949 W FRONT ST,RICHLANDS,VA,24641,TAZEWELL,(276)596-6000,495181,10.38,76.76,0.66,100.0,0.0,29.8,7.0,7.3,5.86,495181,650.0,37.0947257,-81.8196202,google_places,ChIJUY7XqFTZT4gRSYcwRhhnvNg,Clinch Valley Medical Center,3.6,249,3.6,5,"1★ (a week ago): 7 hrs and 40 minutes in the ED. Busy, but appeared very disorganized. No one explained why any thing was ordered   except EKG and 'labs'. Again, labs and CT scan of chest ordered. Nurse Practitioner a... | 4★ (a month ago): I had a decent encounter the other day.  Went into the ER with a red rash/ spider bite that hasn't cleared up yet. My nurse was Jamie. My Dr was Wilcoxson, who was very professional, helpful,  and det... | 5★ (a month ago): The Radiation/Oncology Department is outstanding. Dr. Marcus Brown and the entire team are caring,  friendly,  efficient,  and courteous.  I will complete my 28 Radiation treatments on August 14th and... | 5★ (2 months ago): Very nervous going in. That changed fast. Those ladies are the best. They take time with you. Full of information and just all around talk. I thank God I got to Richlands hospital. I would not have it... | 3★ (4 months ago): I'm here at the hospital and have been for almost 5 hrs. My phlebotomist was a lady named Judy and she was awesome.  My doctor was Dr. Cox who was rude when she met me.  Instead of making sure I under...",40.1,33.1,61.5,85.3,86.6,77.1,56.2,56.2,61.5,45.6,25.5,87.9,55.2,46.0,14.5,21.3,57.3,69.2,92.85714285714286,20.714285714285715,42.857142857142854,2.857142857142857,15.0,5.714285714285716,29.28571428571428,97.14285714285714,98.57142857142858,45.0,29.0
495200,WESTWOOD CENTER,20 WESTWOOD MEDICAL PARK,BLUEFIELD,VA,24605,TAZEWELL,(276)322-5439,495200,13.79,40.51,1.17,100.0,1.4,41.3,28.3,3.4,9.08,495200,808.0,37.2409873,-81.2439607,google_places,ChIJDZBxtrE-TogR2oj126xWOpY,Westwood Center,3.9,78,2.6,5,3★ (2 weeks ago): My mother was there over a month and my father was there for a month.  Very friendly staff but some worked hard others didn't.  The lights that are displayed through the hallways when patients need he... | 1★ (4 months ago): I don't know whete to begin.  When I took the tour prior to my husband being admitted for rehab everything was made to appear great.  Cold to cool food.  Supper tray left in room while he was at dialy... | 4★ (4 months ago): My first visit.  No offensive odor while I  walked down the hallways.  The residents that I spoke with seemed to be in good spirits.  There is much I've not experienced so cannot give it a five rating... | 1★ (5 months ago): Visited a family from out of town and was truly disappointed at several things I observed. Kitchen staff was very rude. Meals they serve are a joke. Breakfast was cold. Portions would not fill a stoma... | 4★ (5 months ago): My mother seemed pleased so that meant a lot. The staff had lots of smiles which always promotes a positive atmosphere.,68.6,65.1,88.7,115.1,119.6,109.6,87.4,87.4,88.7,63.9,41.8,121.2,88.4,79.2,46.2,28.2,81.9,95.1,68.57142857142857,65.71428571428571,95.71428571428572,51.42857142857142,71.42857142857143,78.57142857142857,29.28571428571428,74.28571428571429,85.71428571428572,68.96825396825398,65.0
495259,HERITAGE HALL GRUNDY,2966 SLATE CREEK ROAD,GRUNDY,VA,24614,BUCHANAN,(276)935-8144,495259,10.79,27.66,1.56,100.0,2.3,28.6,35.7,1.8,8.38,495259,715.0,37.2968342,-82.0581387,google_places,ChIJVT53td3zT4gRrkSul9ivphw,Heritage Hall Grundy,4.3,24,3.4,5,"5★ (8 months ago): They have a great administrative and clinical team and their activities department is fantastic.  They do lots of fun things to engage their residents | 1★ (11 months ago): My mom is there now and I'm disappointed in how they give her medicine. She doesn't even know what they giving her. No one will tell her. She was supposed to be in rehab not where she's at now.  I  tr... | 5★ (2 years ago): This facility provided great care for my grandmother who was admitted for short term rehab. | 5★ (3 years ago): I gave this business 5 stars because of the interaction I had with the administration, they were very nice and helpful, and made me feel very comfortable while I was there, Also I've had several famil... | 1★ (7 years ago): My aunt is currently in this facility for second time. You call to speak to a patient and it sometimes takes hours to reach her. They have 1 phone to use between all the patients.After days of trying ...",49.0,23.0,69.8,89.2,82.9,76.2,59.3,59.3,69.8,61.2,43.6,82.0,48.5,40.2,25.4,40.4,68.2,78.3,42.857142857142854,80.0,61.42857142857143,92.85714285714286,63.57142857142857,98.57142857142858,29.28571428571428,98.57142857142858,72.85714285714286,71.11111111111111,67.0
495320,HERITAGE HALL CLINTWOOD,"1225 CLINTWOOD MAIN STREET, ROUTE 607",CLINTWOOD,VA,24228,DICKENSON,(276)926-4693,495320,12.37,36.49,1.21,85.0,5.0,,,12.2,6.35,495320,473.0,37.158404499999996,-82.4478298,google_places,ChIJf90wHZVORYgRAN3jWv9OWhA,Heritage Hall Clintwood,4.4,17,3.4,5,"5★ (4 months ago): This place has great care!! | 1★ (6 months ago): I'm a resident here this place sucks the food is horrible the level of care is a joke most the cnas don't want to do there jobs and never answer a call light and they do nothing with problem patient t... | 5★ (3 years ago): I recently visited Heritage Hall Clintwood for the first time and the team is friendly! Residents for the facility appeared happy and well cared for. The dietary team provides an excellent meal too! | 5★ (3 years ago): The management staff was great. Connie Stallard, Heather Artrip, Laken Love and Marsha Ramsey. They are very knowledgeable, and professional. Thank you all for your kindness. | 1★ (5 years ago): They don't care for the people like they should my mom had a black eye they said she tryed to get up but she couldn't move her self with out up and she has been dead a year the 14th of November and th...",41.4,2.6,58.6,71.9,60.5,55.6,43.2,43.2,58.6,61.2,51.3,58.9,25.6,18.4,29.7,54.1,60.4,67.2,95.71428571428572,95.71428571428572,85.71428571428571,60.0,28.57142857142857,87.14285714285714,97.14285714285714,4.285714285714281,4.285714285714281,62.06349206349208,59.0
495331,GRAYSON REHABILITATION  AND HEALTH CARE CENTER,400 SOUTH INDEPENDENCE AVENUE,INDEPENDENCE,VA,24348,GRAYSON,(276)773-0303,495331,8.92,53.32,1.14,97.6,1.2,60.0,60.0,4.0,5.43,495331,1011.0,36.618324,-81.15336599999999,google_places,ChIJxdzFz1GVUYgRMGR2ivZ33Ic,Grayson Health and Rehabilitation,3.1,16,3.2,5,"5★ (a month ago): I absolutely cannot say enough great things about this facility.  Every single employee here is here for the right reason. The CEO knows the names of the patients and is involved with them too. The re... | 4★ (a year ago): Great staff who treated me with care for my nine day stay post hospital. They were very considerate of my comfort and needs. I highly recommend Grayson to anyone. I will miss my sweet friends on staff... | 5★ (2 years ago): Families compare everyone to one experience. I show up on time unless I am emergency. I make sure my residents are taken care of always. I make sure they are changed washed off and have ice water. The... | 1★ (3 years ago): This place is a joke! They treat their employees like trash unless your in their “click” the DON has the personality of a fence post and never takes care of anything, they let a lot of employees get a... | 1★ (4 years ago): If you love your loved one do not send them to this horrible place! Staff do not do anything but stand at nurses desk on phones. No one brushes their hair or teeth.  They are hateful and uncaring.  Th...",57.4,78.3,69.9,98.4,115.0,101.9,78.3,78.3,69.9,38.6,30.3,120.0,92.9,84.5,51.1,28.1,60.2,72.9,75.71428571428571,57.14285714285714,5.714285714285714,43.57142857142857,5.714285714285714,35.71428571428571,71.42857142857143,32.85714285714286,21.42857142857143,38.80952380952382,14.0
495338,DEER MEADOWS REHABILITATION AND NURSING,600 WALDEN ROAD,ABINGDON,VA,24210,WASHINGTON,(276)628-5137,495338,12.34,31.6,1.23,96.4,1.8,34.6,42.3,6.3,8.38,495338,715.0,36.720607099999995,-81.9608544,google_places,ChIJJeBlIkETUIgR5nFye7pn9kU,Deer Meadows Rehabilitation and Nursing,3.6,25,4.2,5,"5★ (a month ago): Since the new dietary manager and administrator came on board, I’ve noticed such a big improvement in the food and overall meal service. The dietary team is really stepping up, and it shows!It’s clear... | 5★ (a month ago): Had my FIL there for a couple of months, couldn’t ask for better care.  Seems like the higher ups are new and making big changes there, all for the better. | 5★ (a month ago): With a new administrator, new dietary team and several big changes, Deermeadows is moving forward in big ways.  Thankful for this facility! | 5★ (3 months ago): The staff here truly care about the residents and work hard to provide compassionate, personalized care every day. It’s a clean, well-organized environment, and everyone—from the medical team to suppo... | 1★ (3 months ago): I recently lost a dear friend at this place called a rehab facility. That is a total joke. This is the worst possible place for someone to be placed. Virginia Medicaid needs to do some internal checks...",15.3,37.9,35.6,61.8,71.2,59.0,35.6,35.6,35.6,21.5,15.8,75.3,47.9,39.7,14.8,27.2,30.4,42.7,88.57142857142857,70.0,84.28571428571429,62.857142857142854,63.57142857142857,94.28571428571428,80.0,82.85714285714285,55.00000000000001,75.71428571428571,68.0
495349,CARRINGTON PLACE AT WYTHEVILLE - BIRDMONT CENTER,990 HOLSTON RD,WYTHEVILLE,VA,24382,WYTHE,(276)228-5595,495349,9.87,46.24,1.1,58.6,0.0,50.0,35.0,4.5,6.3,495349,608.0,36.9657428,-81.0876447,google_places,ChIJvWrJ3BweTogRvN8Xk-XvxPo,Carrington Place At Wytheville,3.3,29,1.0,5,"1★ (a month ago): Place has some good in it but if you love your family  don't do it as a former employee a lot of smoke breaks = less care u have to give not acare giver but | 1★ (a year ago): ""Un""Carrington place does not deserve any stars.  It was the most horrible 2 weeks. I had a broken ankle and could not put any weight on it. So, unfortunately I was bed ridden. First problem is slow r... | 1★ (a year ago): I would NEVER send a family member to this facility, or be a staff member here!!!! I worked in this facility for a total of 3 1/2 days and quit. I have seen and received some of the most awful treatme... | 1★ (a year ago): Management does not return calls as promised. No return calls from Nurse administer. Medical equipment not inspected or certifications not up to date.  the pix of oxy generator that was bad and the st... | 1★ (6 years ago): If I didn't have to give a star to get this posted, I wouldn't. Unfortunately, I had to place my father in Carrington Wytheville nursing facility 8 months ago as there are no other nursing homes in Wy...",66.0,74.2,83.3,111.4,121.8,110.1,86.7,86.7,83.3,54.3,36.0,125.1,94.2,85.1,49.8,24.4,74.9,88.3,80.0,20.714285714285715,22.857142857142858,36.42857142857142,26.42857142857143,60.0,98.57142857142858,56.42857142857143,75.71428571428571,53.01587301587302,39.0
495350,HERITAGE HALL WISE,9434 COEBURN MOUNTAIN ROAD,WISE,VA,24293,WISE,(276)328-2721,495350,10.51,38.32,1.13,94.4,1.9,41.2,50.0,1.4,9.19,495350,604.0,36.9675724,-82.558529,google_places,ChIJx_ejJQO2WogRfeOSJtw4Prk,Heritage Hall Wise,3.2,20,2.6,5,"5★ (a year ago): One of the best places to keep a loved one! Staff is amazing and sweet. The DON cares for every person there and makes sure everything is up to code. | 5★ (a year ago): Facility took excellent care of my papaw when he was there. He enjoyed it so much being there after my grandmother passed away and he was alone at home trying to manage on his own. He loved all of the... | 1★ (a year ago): I wouldn't take my dog there. They don't check patients, when they use the bathroom on their self it takes forever for them to get there IF they come. Some of the staff is good as gold to them then ot... | 1★ (a year ago): I did a clinical in this place and my experience was horrible. The residents are being neglected and abused constantly. They basically don't let them out of their beds and they mistreat them. The staf... | 1★ (7 years ago): Very understaffed! Do not meet basic needs of patients. Water is not given at all times. Doesn't care if patients needs are meet. Basic needs are water,food, medicine, and bath given. They see no reas...",32.9,13.5,46.6,57.6,47.2,41.2,29.6,29.6,46.6,55.5,51.1,46.9,13.6,4.5,31.5,57.4,50.1,55.1,32.857142857142854,72.85714285714285,47.14285714285714,40.0,74.28571428571429,82.85714285714285,87.14285714285714,75.71428571428571,37.857142857142854,61.19047619047618,56.0
495352,LEE HEALTH AND REHAB CENTER,208 HEALTH CARE DRIVE,PENNINGTON GAP,VA,24277,LEE,(276)546-4566,495352,12.15,47.68,0.98,100.0,0.0,44.4,50.8,0.0,5.96,495352,1034.0,36.7503126,-83.05008959999999,google_places,ChIJyb9c8XoiW4gR5hk3iRcFX-Y,Lee Health & Rehab Center,4.8,45,5.0,5,"5★ (a month ago): Wonderful facility employees go above and beyond for the residents!! | 5★ (4 months ago): Was awesome at taking care of my sister in law in her last days with us. Thank you so much Rebekah Rutledge got getting us a private room to be with her, | 5★ (10 months ago): Thank you Lee Health & Rehab Center for a wonderful Thanksgiving meal. Not only was the food delicious, but the staff involvement and beautiful music was a blessing to us as we visited our loved one. ... | 5★ (3 years ago): My sister-in-law has been recovering from a stroke at Lee Rehab and we are very pleased with her care. The staff has been patient and caring , encouraging her every day. We have witnessed the therapis... | 5★ (4 years ago): I can't thank this facility enough for getting my mom into their rehab . She worked hard and was able to come home on time. They took excellent care of her and they treated us like family. Everyone wa...",48.9,43.5,49.0,42.3,17.4,19.3,30.7,30.7,49.0,72.2,76.0,16.0,18.0,26.5,60.0,85.1,57.5,54.9,14.285714285714285,20.714285714285715,82.85714285714286,21.428571428571427,18.571428571428573,57.14285714285714,29.28571428571428,69.28571428571428,34.285714285714285,38.650793650793645,13.0
495365,MAPLE GROVE NURSING & REHAB CENTER,318 SOUTH EAST MAIN STREET,LEBANON,VA,24266,RUSSELL,(276)889-0733,495365,11.26,58.95,1.18,100.0,0.0,63.3,46.8,3.8,8.09,495365,1184.0,36.9004802,-82.074711,google_places,ChIJB-zHAwMFUIgRzQ-nilYg25c,Kissito Healthcare - Maple Grove,4.0,9,3.6,5,"2★ (2 months ago): My mother was released from Maple Grove a little over two weeks ago.  She'd fallen and had emergency surgery.  The staff as a hole was wonderful with her.  One was rude with her.  My complaints are le... | 5★ (a year ago): Although my sister was there but a few days, the entire staff (pt, nursing, food service, etc. ) were absolutely wonderful in their genuine caring of her. Never was an unkind word spoken and we were t... | 1★ (a year ago): This Facility is providing poor service,   I have tried 4 times this afternoon & evening to reach my sister with no results.  Waited on hold for 30 minutes and finally hung up, Apparently, there must ... | 5★ (3 years ago): We want to let anyone who is looking for a facility for their loved one that Maple Grove has been wonderful for my mother. She passed away three days ago, due to having so many health issues. The staf... | 5★ (5 years ago): I honestly can not say enough good stuff about this place! The staff are amazing and kind! My husband is always clean, taken care of and has all his needs met. I think he is the youngest person there,...",22.0,24.7,43.4,66.0,68.3,58.1,36.7,36.7,43.4,35.4,24.5,70.7,39.7,30.7,5.3,30.5,40.9,51.6,72.85714285714285,20.714285714285715,72.85714285714285,55.00000000000001,60.0,18.571428571428573,29.28571428571428,25.71428571428571,45.714285714285715,44.52380952380952,28.0
495374,NORTON COMMUNITY HOSPITAL SNF UNIT,100 15TH ST NW,NORTON,VA,24273,WISE,(276)679-9100,495374,,,,100.0,0.0,65.6,65.6,0.0,,495374,350.0,36.9328694,-82.64219849999999,google_places,ChIJa8b7etHIWogRF694Gjj54z8,Norton Community Hospital,3.8,343,4.2,5,"5★ (3 weeks ago): Labor and Delivery was great! They took good care of me and baby. Dr Morehead was kind and knowledgeable, he seems to enjoy his work and takes great care of his patients. Nurses were compassionate and... | 5★ (a month ago): Had a wonderful experience! My CT scan shown excellent results. I love the 5S Lean system and have had an excellent experience. Ill continue to follow my health priorities and keep saving lives! You a... | 1★ (a month ago): I am extremely disappointed with the care my father received at Norton Community Hospital. He went in with serious medical issues and was left sitting in a room for hours with no real assistance. At o... | 5★ (a month ago): I had an MRI at Norton Community Hospital and had a great experience. The radiology staff were very friendly and helpful. I was able to choose the music I preferred to hear while having the test. Over... | 5★ (2 months ago): I had emergency surgery yesterday, 7-27-25. Dr. Harris OBGYN did the procedure and treated me. Very wonderful doctor. ER doctor and nurses were great as well. I stayed in the OB ward and they made me ...",34.3,18.3,45.7,54.2,42.1,36.7,27.6,27.6,45.7,57.6,54.9,41.7,8.5,0.7,36.1,61.9,50.2,53.9,14.285714285714285,20.714285714285715,98.57142857142858,98.57142857142858,94.28571428571428,2.1428571428571463,29.28571428571428,21.42857142857143,14.28571428571429,43.730158730158735,25.0
495384,FRANCIS MARION MANOR HEALTH & REHABILITATION,"100 FRANCIS MARION LANE,",MARION,VA,24354,SMYTH,(276)782-1396,495384,9.75,,1.49,,,,,,,495384,248.0,36.853015299999996,-81.505837,google_places,ChIJz5e0b5rTUYgRiSJmKo4ym6A,Francis Marion Manor Health & Rehabilitation,4.9,36,4.2,5,"5★ (a month ago): The place is Welcoming, clean,  my friend according to her is very well taken care of., food she said is delicious she said, she also said she loved it. Very nice experience. Very glad to see she was ... | 1★ (a month ago): My Mother was admitted to this Facility after being in the hospital.
They changed all her meds & she hadn't seen a Dr.
The nurses lied about giving her her night meds!
One of the nurses was giving her... | 5★ (3 months ago): My husband's aunt has been in the facility since March 2025 and previously at different nursing home. We're very happy with her care! She's really happy about the food! How awesome the nurses and aide... | 5★ (4 months ago): I have recently been touring facilities and stopped in at Francis Marion Manor, the nursing staff, social worker and activity staff were all super friendly and helpful to answer my questions.  The hom... | 5★ (4 months ago): What a beautiful facility outside and just as beautiful inside! The staff was vey friendly and attentive to the folks who live there, but also to visitors! Every question answered by staff and most im...",41.8,53.9,60.0,87.6,97.6,85.8,62.4,62.4,60.0,33.5,12.1,101.1,71.2,62.3,27.3,3.2,52.3,65.7,98.57142857142858,98.57142857142858,20.0,88.57142857142857,94.28571428571428,2.1428571428571463,1.4285714285714235,4.285714285714281,4.285714285714281,45.7936507936508,31.0
